"","gutenberg_id","text","title"
"111",158,"loss which first brought grief. It was on the wedding-day of this","Emma"
"112",158,"beloved friend that Emma first sat in mournful thought of any","Emma"
"113",158,"continuance. The wedding over, and the bride-people gone, her father","Emma"
"114",158,"and herself were left to dine together, with no prospect of a third to","Emma"
"115",158,"cheer a long evening. Her father composed himself to sleep after","Emma"
"116",158,"dinner, as usual, and she had then only to sit and think of what she","Emma"
"117",158,"had lost.","Emma"
"118",158,"","Emma"
"119",158,"The event had every promise of happiness for her friend. Mr. Weston was","Emma"
"120",158,"a man of unexceptionable character, easy fortune, suitable age, and","Emma"
"121",158,"pleasant manners; and there was some satisfaction in considering with","Emma"
"122",158,"what self-denying, generous friendship she had always wished and","Emma"
"123",158,"promoted the match; but it was a black morning’s work for her. The want","Emma"
"124",158,"of Miss Taylor would be felt every hour of every day. She recalled her","Emma"
"125",158,"past kindness—the kindness, the affection of sixteen years—how she had","Emma"
"126",158,"taught and how she had played with her from five years old—how she had","Emma"
"127",158,"devoted all her powers to attach and amuse her in health—and how nursed","Emma"
"128",158,"her through the various illnesses of childhood. A large debt of","Emma"
"129",158,"gratitude was owing here; but the intercourse of the last seven years,","Emma"
"130",158,"the equal footing and perfect unreserve which had soon followed","Emma"
"131",158,"Isabella’s marriage, on their being left to each other, was yet a","Emma"
"132",158,"dearer, tenderer recollection. She had been a friend and companion such","Emma"
"133",158,"as few possessed: intelligent, well-informed, useful, gentle, knowing","Emma"
"134",158,"all the ways of the family, interested in all its concerns, and","Emma"
"135",158,"peculiarly interested in herself, in every pleasure, every scheme of","Emma"
"136",158,"hers—one to whom she could speak every thought as it arose, and who had","Emma"
"137",158,"such an affection for her as could never find fault.","Emma"
"138",158,"","Emma"
"139",158,"How was she to bear the change?—It was true that her friend was going","Emma"
"140",158,"only half a mile from them; but Emma was aware that great must be the","Emma"
"141",158,"difference between a Mrs. Weston, only half a mile from them, and a","Emma"
"142",158,"Miss Taylor in the house; and with all her advantages, natural and","Emma"
"143",158,"domestic, she was now in great danger of suffering from intellectual","Emma"
"144",158,"solitude. She dearly loved her father, but he was no companion for her.","Emma"
"145",158,"He could not meet her in conversation, rational or playful.","Emma"
"146",158,"","Emma"
"147",158,"The evil of the actual disparity in their ages (and Mr. Woodhouse had","Emma"
"148",158,"not married early) was much increased by his constitution and habits;","Emma"
"149",158,"for having been a valetudinarian all his life, without activity of mind","Emma"
"150",158,"or body, he was a much older man in ways than in years; and though","Emma"
"151",158,"everywhere beloved for the friendliness of his heart and his amiable","Emma"
"152",158,"temper, his talents could not have recommended him at any time.","Emma"
"153",158,"","Emma"
"154",158,"Her sister, though comparatively but little removed by matrimony, being","Emma"
"155",158,"settled in London, only sixteen miles off, was much beyond her daily","Emma"
"156",158,"reach; and many a long October and November evening must be struggled","Emma"
"157",158,"through at Hartfield, before Christmas brought the next visit from","Emma"
"158",158,"Isabella and her husband, and their little children, to fill the house,","Emma"
"159",158,"and give her pleasant society again.","Emma"
"160",158,"","Emma"
"161",158,"Highbury, the large and populous village, almost amounting to a town,","Emma"
"162",158,"to which Hartfield, in spite of its separate lawn, and shrubberies, and","Emma"
"163",158,"name, did really belong, afforded her no equals. The Woodhouses were","Emma"
"164",158,"first in consequence there. All looked up to them. She had many","Emma"
"165",158,"acquaintance in the place, for her father was universally civil, but","Emma"
"166",158,"not one among them who could be accepted in lieu of Miss Taylor for","Emma"
"167",158,"even half a day. It was a melancholy change; and Emma could not but","Emma"
"168",158,"sigh over it, and wish for impossible things, till her father awoke,","Emma"
"169",158,"and made it necessary to be cheerful. His spirits required support. He","Emma"
"170",158,"was a nervous man, easily depressed; fond of every body that he was","Emma"
"171",158,"used to, and hating to part with them; hating change of every kind.","Emma"
"172",158,"Matrimony, as the origin of change, was always disagreeable; and he was","Emma"
"173",158,"by no means yet reconciled to his own daughter’s marrying, nor could","Emma"
"174",158,"ever speak of her but with compassion, though it had been entirely a","Emma"
"175",158,"match of affection, when he was now obliged to part with Miss Taylor","Emma"
"176",158,"too; and from his habits of gentle selfishness, and of being never able","Emma"
"177",158,"to suppose that other people could feel differently from himself, he","Emma"
"178",158,"was very much disposed to think Miss Taylor had done as sad a thing for","Emma"
"179",158,"herself as for them, and would have been a great deal happier if she","Emma"
"180",158,"had spent all the rest of her life at Hartfield. Emma smiled and","Emma"
"181",158,"chatted as cheerfully as she could, to keep him from such thoughts; but","Emma"
"182",158,"when tea came, it was impossible for him not to say exactly as he had","Emma"
"183",158,"said at dinner,","Emma"
"184",158,"","Emma"
"185",158,"“Poor Miss Taylor!—I wish she were here again. What a pity it is that","Emma"
"186",158,"Mr. Weston ever thought of her!”","Emma"
"187",158,"","Emma"
"188",158,"“I cannot agree with you, papa; you know I cannot. Mr. Weston is such a","Emma"
"189",158,"good-humoured, pleasant, excellent man, that he thoroughly deserves a","Emma"
"190",158,"good wife;—and you would not have had Miss Taylor live with us for","Emma"
"191",158,"ever, and bear all my odd humours, when she might have a house of her","Emma"
"192",158,"own?”","Emma"
"193",158,"","Emma"
"194",158,"“A house of her own!—But where is the advantage of a house of her own?","Emma"
"195",158,"This is three times as large.—And you have never any odd humours, my","Emma"
"196",158,"dear.”","Emma"
"197",158,"","Emma"
"198",158,"“How often we shall be going to see them, and they coming to see us!—We","Emma"
"199",158,"shall be always meeting! _We_ must begin; we must go and pay wedding","Emma"
"200",158,"visit very soon.”","Emma"
"201",158,"","Emma"
"202",158,"“My dear, how am I to get so far? Randalls is such a distance. I could","Emma"
"203",158,"not walk half so far.”","Emma"
"204",158,"","Emma"
"205",158,"“No, papa, nobody thought of your walking. We must go in the carriage,","Emma"
"206",158,"to be sure.”","Emma"
"207",158,"","Emma"
"208",158,"“The carriage! But James will not like to put the horses to for such a","Emma"
"209",158,"little way;—and where are the poor horses to be while we are paying our","Emma"
"210",158,"visit?”","Emma"
"211",158,"","Emma"
"212",158,"“They are to be put into Mr. Weston’s stable, papa. You know we have","Emma"
"213",158,"settled all that already. We talked it all over with Mr. Weston last","Emma"
"214",158,"night. And as for James, you may be very sure he will always like going","Emma"
"215",158,"to Randalls, because of his daughter’s being housemaid there. I only","Emma"
"216",158,"doubt whether he will ever take us anywhere else. That was your doing,","Emma"
"217",158,"papa. You got Hannah that good place. Nobody thought of Hannah till you","Emma"
"218",158,"mentioned her—James is so obliged to you!”","Emma"
"219",158,"","Emma"
"220",158,"“I am very glad I did think of her. It was very lucky, for I would not","Emma"
"221",158,"have had poor James think himself slighted upon any account; and I am","Emma"
"222",158,"sure she will make a very good servant: she is a civil, pretty-spoken","Emma"
"223",158,"girl; I have a great opinion of her. Whenever I see her, she always","Emma"
"224",158,"curtseys and asks me how I do, in a very pretty manner; and when you","Emma"
"225",158,"have had her here to do needlework, I observe she always turns the lock","Emma"
"226",158,"of the door the right way and never bangs it. I am sure she will be an","Emma"
"227",158,"excellent servant; and it will be a great comfort to poor Miss Taylor","Emma"
"228",158,"to have somebody about her that she is used to see. Whenever James goes","Emma"
"229",158,"over to see his daughter, you know, she will be hearing of us. He will","Emma"
"230",158,"be able to tell her how we all are.”","Emma"
"231",158,"","Emma"
"232",158,"Emma spared no exertions to maintain this happier flow of ideas, and","Emma"
"233",158,"hoped, by the help of backgammon, to get her father tolerably through","Emma"
"234",158,"the evening, and be attacked by no regrets but her own. The","Emma"
"235",158,"backgammon-table was placed; but a visitor immediately afterwards","Emma"
"236",158,"walked in and made it unnecessary.","Emma"
"237",158,"","Emma"
"238",158,"Mr. Knightley, a sensible man about seven or eight-and-thirty, was not","Emma"
"239",158,"only a very old and intimate friend of the family, but particularly","Emma"
"240",158,"connected with it, as the elder brother of Isabella’s husband. He lived","Emma"
"241",158,"about a mile from Highbury, was a frequent visitor, and always welcome,","Emma"
"242",158,"and at this time more welcome than usual, as coming directly from their","Emma"
"243",158,"mutual connexions in London. He had returned to a late dinner, after","Emma"
"244",158,"some days’ absence, and now walked up to Hartfield to say that all were","Emma"
"245",158,"well in Brunswick Square. It was a happy circumstance, and animated Mr.","Emma"
"246",158,"Woodhouse for some time. Mr. Knightley had a cheerful manner, which","Emma"
"247",158,"always did him good; and his many inquiries after “poor Isabella” and","Emma"
"248",158,"her children were answered most satisfactorily. When this was over, Mr.","Emma"
"249",158,"Woodhouse gratefully observed, “It is very kind of you, Mr. Knightley,","Emma"
"250",158,"to come out at this late hour to call upon us. I am afraid you must","Emma"
"251",158,"have had a shocking walk.”","Emma"
"252",158,"","Emma"
"253",158,"“Not at all, sir. It is a beautiful moonlight night; and so mild that I","Emma"
"254",158,"must draw back from your great fire.”","Emma"
"255",158,"","Emma"
"256",158,"“But you must have found it very damp and dirty. I wish you may not","Emma"
"257",158,"catch cold.”","Emma"
"258",158,"","Emma"
"259",158,"“Dirty, sir! Look at my shoes. Not a speck on them.”","Emma"
"260",158,"","Emma"
"261",158,"“Well! that is quite surprising, for we have had a vast deal of rain","Emma"
"262",158,"here. It rained dreadfully hard for half an hour while we were at","Emma"
"263",158,"breakfast. I wanted them to put off the wedding.”","Emma"
"264",158,"","Emma"
"265",158,"“By the bye—I have not wished you joy. Being pretty well aware of what","Emma"
"266",158,"sort of joy you must both be feeling, I have been in no hurry with my","Emma"
"267",158,"congratulations; but I hope it all went off tolerably well. How did you","Emma"
"268",158,"all behave? Who cried most?”","Emma"
"269",158,"","Emma"
"270",158,"“Ah! poor Miss Taylor! ’Tis a sad business.”","Emma"
"271",158,"","Emma"
"272",158,"“Poor Mr. and Miss Woodhouse, if you please; but I cannot possibly say","Emma"
"273",158,"‘poor Miss Taylor.’ I have a great regard for you and Emma; but when it","Emma"
"274",158,"comes to the question of dependence or independence!—At any rate, it","Emma"
"275",158,"must be better to have only one to please than two.”","Emma"
"276",158,"","Emma"
"277",158,"“Especially when _one_ of those two is such a fanciful, troublesome","Emma"
"278",158,"creature!” said Emma playfully. “That is what you have in your head, I","Emma"
"279",158,"know—and what you would certainly say if my father were not by.”","Emma"
"280",158,"","Emma"
"281",158,"“I believe it is very true, my dear, indeed,” said Mr. Woodhouse, with","Emma"
"282",158,"a sigh. “I am afraid I am sometimes very fanciful and troublesome.”","Emma"
"283",158,"","Emma"
"284",158,"“My dearest papa! You do not think I could mean _you_, or suppose Mr.","Emma"
"285",158,"Knightley to mean _you_. What a horrible idea! Oh no! I meant only","Emma"
"286",158,"myself. Mr. Knightley loves to find fault with me, you know—in a","Emma"
"287",158,"joke—it is all a joke. We always say what we like to one another.”","Emma"
"288",158,"","Emma"
"289",158,"Mr. Knightley, in fact, was one of the few people who could see faults","Emma"
"290",158,"in Emma Woodhouse, and the only one who ever told her of them: and","Emma"
"291",158,"though this was not particularly agreeable to Emma herself, she knew it","Emma"
"292",158,"would be so much less so to her father, that she would not have him","Emma"
"293",158,"really suspect such a circumstance as her not being thought perfect by","Emma"
"294",158,"every body.","Emma"
"295",158,"","Emma"
"296",158,"“Emma knows I never flatter her,” said Mr. Knightley, “but I meant no","Emma"
"297",158,"reflection on any body. Miss Taylor has been used to have two persons","Emma"
"298",158,"to please; she will now have but one. The chances are that she must be","Emma"
"299",158,"a gainer.”","Emma"
"300",158,"","Emma"
"301",158,"“Well,” said Emma, willing to let it pass—“you want to hear about the","Emma"
"302",158,"wedding; and I shall be happy to tell you, for we all behaved","Emma"
"303",158,"charmingly. Every body was punctual, every body in their best looks:","Emma"
"304",158,"not a tear, and hardly a long face to be seen. Oh no; we all felt that","Emma"
"305",158,"we were going to be only half a mile apart, and were sure of meeting","Emma"
"306",158,"every day.”","Emma"
"307",158,"","Emma"
"308",158,"“Dear Emma bears every thing so well,” said her father. “But, Mr.","Emma"
"309",158,"Knightley, she is really very sorry to lose poor Miss Taylor, and I am","Emma"
"310",158,"sure she _will_ miss her more than she thinks for.”","Emma"
"311",158,"","Emma"
"312",158,"Emma turned away her head, divided between tears and smiles. “It is","Emma"
"313",158,"impossible that Emma should not miss such a companion,” said Mr.","Emma"
"314",158,"Knightley. “We should not like her so well as we do, sir, if we could","Emma"
"315",158,"suppose it; but she knows how much the marriage is to Miss Taylor’s","Emma"
"316",158,"advantage; she knows how very acceptable it must be, at Miss Taylor’s","Emma"
"317",158,"time of life, to be settled in a home of her own, and how important to","Emma"
"318",158,"her to be secure of a comfortable provision, and therefore cannot allow","Emma"
"319",158,"herself to feel so much pain as pleasure. Every friend of Miss Taylor","Emma"
"320",158,"must be glad to have her so happily married.”","Emma"
"321",158,"","Emma"
"322",158,"“And you have forgotten one matter of joy to me,” said Emma, “and a","Emma"
"323",158,"very considerable one—that I made the match myself. I made the match,","Emma"
"324",158,"you know, four years ago; and to have it take place, and be proved in","Emma"
"325",158,"the right, when so many people said Mr. Weston would never marry again,","Emma"
"326",158,"may comfort me for any thing.”","Emma"
"327",158,"","Emma"
"328",158,"Mr. Knightley shook his head at her. Her father fondly replied, “Ah! my","Emma"
"329",158,"dear, I wish you would not make matches and foretell things, for","Emma"
"330",158,"whatever you say always comes to pass. Pray do not make any more","Emma"
"331",158,"matches.”","Emma"
"332",158,"","Emma"
"333",158,"“I promise you to make none for myself, papa; but I must, indeed, for","Emma"
"334",158,"other people. It is the greatest amusement in the world! And after such","Emma"
"335",158,"success, you know!—Every body said that Mr. Weston would never marry","Emma"
"336",158,"again. Oh dear, no! Mr. Weston, who had been a widower so long, and who","Emma"
"337",158,"seemed so perfectly comfortable without a wife, so constantly occupied","Emma"
"338",158,"either in his business in town or among his friends here, always","Emma"
"339",158,"acceptable wherever he went, always cheerful—Mr. Weston need not spend","Emma"
"340",158,"a single evening in the year alone if he did not like it. Oh no! Mr.","Emma"
"341",158,"Weston certainly would never marry again. Some people even talked of a","Emma"
"342",158,"promise to his wife on her deathbed, and others of the son and the","Emma"
"343",158,"uncle not letting him. All manner of solemn nonsense was talked on the","Emma"
"344",158,"subject, but I believed none of it.","Emma"
"345",158,"","Emma"
"346",158,"“Ever since the day—about four years ago—that Miss Taylor and I met","Emma"
"347",158,"with him in Broadway Lane, when, because it began to drizzle, he darted","Emma"
"348",158,"away with so much gallantry, and borrowed two umbrellas for us from","Emma"
"349",158,"Farmer Mitchell’s, I made up my mind on the subject. I planned the","Emma"
"350",158,"match from that hour; and when such success has blessed me in this","Emma"
"351",158,"instance, dear papa, you cannot think that I shall leave off","Emma"
"352",158,"match-making.”","Emma"
"353",158,"","Emma"
"354",158,"“I do not understand what you mean by ‘success,’” said Mr. Knightley.","Emma"
"355",158,"“Success supposes endeavour. Your time has been properly and delicately","Emma"
"356",158,"spent, if you have been endeavouring for the last four years to bring","Emma"
"357",158,"about this marriage. A worthy employment for a young lady’s mind! But","Emma"
"358",158,"if, which I rather imagine, your making the match, as you call it,","Emma"
"359",158,"means only your planning it, your saying to yourself one idle day, ‘I","Emma"
"360",158,"think it would be a very good thing for Miss Taylor if Mr. Weston were","Emma"
"361",158,"to marry her,’ and saying it again to yourself every now and then","Emma"
"362",158,"afterwards, why do you talk of success? Where is your merit? What are","Emma"
"363",158,"you proud of? You made a lucky guess; and _that_ is all that can be","Emma"
"364",158,"said.”","Emma"
"365",158,"","Emma"
"366",158,"“And have you never known the pleasure and triumph of a lucky guess?—I","Emma"
"367",158,"pity you.—I thought you cleverer—for, depend upon it a lucky guess is","Emma"
"368",158,"never merely luck. There is always some talent in it. And as to my poor","Emma"
"369",158,"word ‘success,’ which you quarrel with, I do not know that I am so","Emma"
"370",158,"entirely without any claim to it. You have drawn two pretty pictures;","Emma"
"371",158,"but I think there may be a third—a something between the do-nothing and","Emma"
"372",158,"the do-all. If I had not promoted Mr. Weston’s visits here, and given","Emma"
"373",158,"many little encouragements, and smoothed many little matters, it might","Emma"
"374",158,"not have come to any thing after all. I think you must know Hartfield","Emma"
"375",158,"enough to comprehend that.”","Emma"
"376",158,"","Emma"
"377",158,"“A straightforward, open-hearted man like Weston, and a rational,","Emma"
"378",158,"unaffected woman like Miss Taylor, may be safely left to manage their","Emma"
"379",158,"own concerns. You are more likely to have done harm to yourself, than","Emma"
"380",158,"good to them, by interference.”","Emma"
"381",158,"","Emma"
"382",158,"“Emma never thinks of herself, if she can do good to others,” rejoined","Emma"
"383",158,"Mr. Woodhouse, understanding but in part. “But, my dear, pray do not","Emma"
"384",158,"make any more matches; they are silly things, and break up one’s family","Emma"
"385",158,"circle grievously.”","Emma"
"386",158,"","Emma"
"387",158,"“Only one more, papa; only for Mr. Elton. Poor Mr. Elton! You like Mr.","Emma"
"388",158,"Elton, papa,—I must look about for a wife for him. There is nobody in","Emma"
"389",158,"Highbury who deserves him—and he has been here a whole year, and has","Emma"
"390",158,"fitted up his house so comfortably, that it would be a shame to have","Emma"
"391",158,"him single any longer—and I thought when he was joining their hands","Emma"
"392",158,"to-day, he looked so very much as if he would like to have the same","Emma"
"393",158,"kind office done for him! I think very well of Mr. Elton, and this is","Emma"
"394",158,"the only way I have of doing him a service.”","Emma"
"395",158,"","Emma"
"396",158,"“Mr. Elton is a very pretty young man, to be sure, and a very good","Emma"
"397",158,"young man, and I have a great regard for him. But if you want to shew","Emma"
"398",158,"him any attention, my dear, ask him to come and dine with us some day.","Emma"
"399",158,"That will be a much better thing. I dare say Mr. Knightley will be so","Emma"
"400",158,"kind as to meet him.”","Emma"
"401",158,"","Emma"
"402",158,"“With a great deal of pleasure, sir, at any time,” said Mr. Knightley,","Emma"
"403",158,"laughing, “and I agree with you entirely, that it will be a much better","Emma"
"404",158,"thing. Invite him to dinner, Emma, and help him to the best of the fish","Emma"
"405",158,"and the chicken, but leave him to chuse his own wife. Depend upon it, a","Emma"
"406",158,"man of six or seven-and-twenty can take care of himself.”","Emma"
"407",158,"","Emma"
"408",158,"","Emma"
"409",158,"","Emma"
"410",158,"","Emma"
"411",158,"CHAPTER II","Emma"
"412",158,"","Emma"
"413",158,"","Emma"
"414",158,"Mr. Weston was a native of Highbury, and born of a respectable family,","Emma"
"415",158,"which for the last two or three generations had been rising into","Emma"
"416",158,"gentility and property. He had received a good education, but, on","Emma"
"417",158,"succeeding early in life to a small independence, had become indisposed","Emma"
"418",158,"for any of the more homely pursuits in which his brothers were engaged,","Emma"
"419",158,"and had satisfied an active, cheerful mind and social temper by","Emma"
"420",158,"entering into the militia of his county, then embodied.","Emma"
"421",158,"","Emma"
"422",158,"Captain Weston was a general favourite; and when the chances of his","Emma"
"423",158,"military life had introduced him to Miss Churchill, of a great","Emma"
"424",158,"Yorkshire family, and Miss Churchill fell in love with him, nobody was","Emma"
"425",158,"surprized, except her brother and his wife, who had never seen him, and","Emma"
"426",158,"who were full of pride and importance, which the connexion would","Emma"
"427",158,"offend.","Emma"
"428",158,"","Emma"
"429",158,"Miss Churchill, however, being of age, and with the full command of her","Emma"
"430",158,"fortune—though her fortune bore no proportion to the family-estate—was","Emma"
"431",158,"not to be dissuaded from the marriage, and it took place, to the","Emma"
"432",158,"infinite mortification of Mr. and Mrs. Churchill, who threw her off","Emma"
"433",158,"with due decorum. It was an unsuitable connexion, and did not produce","Emma"
"434",158,"much happiness. Mrs. Weston ought to have found more in it, for she had","Emma"
"435",158,"a husband whose warm heart and sweet temper made him think every thing","Emma"
"436",158,"due to her in return for the great goodness of being in love with him;","Emma"
"437",158,"but though she had one sort of spirit, she had not the best. She had","Emma"
"438",158,"resolution enough to pursue her own will in spite of her brother, but","Emma"
"439",158,"not enough to refrain from unreasonable regrets at that brother’s","Emma"
"440",158,"unreasonable anger, nor from missing the luxuries of her former home.","Emma"
"441",158,"They lived beyond their income, but still it was nothing in comparison","Emma"
"442",158,"of Enscombe: she did not cease to love her husband, but she wanted at","Emma"
"443",158,"once to be the wife of Captain Weston, and Miss Churchill of Enscombe.","Emma"
"444",158,"","Emma"
"445",158,"Captain Weston, who had been considered, especially by the Churchills,","Emma"
"446",158,"as making such an amazing match, was proved to have much the worst of","Emma"
"447",158,"the bargain; for when his wife died, after a three years’ marriage, he","Emma"
"448",158,"was rather a poorer man than at first, and with a child to maintain.","Emma"
"449",158,"From the expense of the child, however, he was soon relieved. The boy","Emma"
"450",158,"had, with the additional softening claim of a lingering illness of his","Emma"
"451",158,"mother’s, been the means of a sort of reconciliation; and Mr. and Mrs.","Emma"
"452",158,"Churchill, having no children of their own, nor any other young","Emma"
"453",158,"creature of equal kindred to care for, offered to take the whole charge","Emma"
"454",158,"of the little Frank soon after her decease. Some scruples and some","Emma"
"455",158,"reluctance the widower-father may be supposed to have felt; but as they","Emma"
"456",158,"were overcome by other considerations, the child was given up to the","Emma"
"457",158,"care and the wealth of the Churchills, and he had only his own comfort","Emma"
"458",158,"to seek, and his own situation to improve as he could.","Emma"
"459",158,"","Emma"
"460",158,"A complete change of life became desirable. He quitted the militia and","Emma"
"461",158,"engaged in trade, having brothers already established in a good way in","Emma"
"462",158,"London, which afforded him a favourable opening. It was a concern which","Emma"
"463",158,"brought just employment enough. He had still a small house in Highbury,","Emma"
"464",158,"where most of his leisure days were spent; and between useful","Emma"
"465",158,"occupation and the pleasures of society, the next eighteen or twenty","Emma"
"466",158,"years of his life passed cheerfully away. He had, by that time,","Emma"
"467",158,"realised an easy competence—enough to secure the purchase of a little","Emma"
"468",158,"estate adjoining Highbury, which he had always longed for—enough to","Emma"
"469",158,"marry a woman as portionless even as Miss Taylor, and to live according","Emma"
"470",158,"to the wishes of his own friendly and social disposition.","Emma"
"471",158,"","Emma"
"472",158,"It was now some time since Miss Taylor had begun to influence his","Emma"
"473",158,"schemes; but as it was not the tyrannic influence of youth on youth, it","Emma"
"474",158,"had not shaken his determination of never settling till he could","Emma"
"475",158,"purchase Randalls, and the sale of Randalls was long looked forward to;","Emma"
"476",158,"but he had gone steadily on, with these objects in view, till they were","Emma"
"477",158,"accomplished. He had made his fortune, bought his house, and obtained","Emma"
"478",158,"his wife; and was beginning a new period of existence, with every","Emma"
"479",158,"probability of greater happiness than in any yet passed through. He had","Emma"
"480",158,"never been an unhappy man; his own temper had secured him from that,","Emma"
"481",158,"even in his first marriage; but his second must shew him how delightful","Emma"
"482",158,"a well-judging and truly amiable woman could be, and must give him the","Emma"
"483",158,"pleasantest proof of its being a great deal better to choose than to be","Emma"
"484",158,"chosen, to excite gratitude than to feel it.","Emma"
"485",158,"","Emma"
"486",158,"He had only himself to please in his choice: his fortune was his own;","Emma"
"487",158,"for as to Frank, it was more than being tacitly brought up as his","Emma"
"488",158,"uncle’s heir, it had become so avowed an adoption as to have him assume","Emma"
"489",158,"the name of Churchill on coming of age. It was most unlikely,","Emma"
"490",158,"therefore, that he should ever want his father’s assistance. His father","Emma"
"491",158,"had no apprehension of it. The aunt was a capricious woman, and","Emma"
"492",158,"governed her husband entirely; but it was not in Mr. Weston’s nature to","Emma"
"493",158,"imagine that any caprice could be strong enough to affect one so dear,","Emma"
"494",158,"and, as he believed, so deservedly dear. He saw his son every year in","Emma"
"495",158,"London, and was proud of him; and his fond report of him as a very fine","Emma"
"496",158,"young man had made Highbury feel a sort of pride in him too. He was","Emma"
"497",158,"looked on as sufficiently belonging to the place to make his merits and","Emma"
"498",158,"prospects a kind of common concern.","Emma"
"499",158,"","Emma"
